SSC_CODE_2016,P_OthServ_0,P_OthServ_1_15,P_OthServ_16_24,P_OthServ_25_34,P_OthServ_35_39,P_OthServ_40,P_OthServ_41_48,P_OthServ_49over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
SSC22509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,3,0,3,0,6,0,29
SSC22510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,3,4,0,7,0,32
SSC22511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22512,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,3,4,10,9,14,11,9,12,3,70
SSC22513,0,0,0,0,4,3,3,0,0,8,0,0,0,0,0,0,0,0,0,9,13,24,32,34,20,22,17,21,6,191
SSC22514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22515,4,0,3,5,7,3,0,0,0,29,3,3,0,0,4,3,0,3,3,27,29,96,81,122,121,132,88,144,11,812
SSC22516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SSC22517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,3,0,3,3,0,21
SSC22518,0,0,0,0,0,0,0,0,0,6,0,3,0,0,4,0,0,0,0,3,3,18,12,13,15,16,8,20,3,106
SSC22519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,15
SSC22520,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,8,15,21,13,17,31,6,29,3,138
SSC22521,0,4,0,0,3,5,0,4,0,15,0,0,0,3,3,3,0,0,0,9,14,45,38,48,63,76,29,65,7,398
SSC22522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,4,12,10,3,13,0,58
SSC22523,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,10,21,17,16,36,26,11,23,3,163
SSC22524,0,0,0,0,0,0,0,3,0,14,0,3,3,0,7,0,0,3,6,23,14,35,45,35,57,67,28,66,11,358
SSC22525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,16,4,6,9,4,12,0,67
SSC22526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,3,6,3,8,0,30
SSC22528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,7,6,6,3,3,14,3,45
SSC22529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22530,0,0,3,3,0,0,0,0,0,9,0,0,0,0,3,7,0,0,3,17,23,50,51,54,98,72,46,59,12,468
SSC22531,0,0,3,0,3,4,0,0,0,9,0,0,3,0,0,3,0,0,3,12,10,38,38,34,37,40,19,41,3,265
SSC22532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,9,5,11,6,12,7,54
SSC22533,0,0,5,3,7,4,3,4,0,24,3,3,3,5,5,5,3,5,5,45,35,83,72,79,121,122,72,126,27,733
SSC22534,3,22,9,19,31,23,14,24,3,151,12,46,36,26,38,57,15,60,59,348,164,839,653,633,790,1331,596,1382,95,6483
SSC22535,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,8,16,14,13,23,21,21,8,25,4,147
SSC22536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22537,0,6,6,3,7,10,5,4,0,53,3,4,3,7,10,3,4,4,9,50,45,174,121,132,189,204,92,105,23,1079
SSC22538,4,28,17,34,31,35,15,28,0,202,8,35,18,15,14,49,15,29,44,228,249,905,692,724,883,1159,568,999,98,6261
SSC22539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,8,0,19
SSC22540,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,7,12,11,12,21,8,10,41,3,127
SSC22541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,3,0,5,0,15
SSC22542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10
SSC22543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC22544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,3,0,20
SSC22546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5
SSC22547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC22548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,3,3,7,3,0,32
SSC22550,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,4,6,3,6,12,3,15,0,59
SSC22551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,12
SSC22552,8,7,9,8,14,12,4,13,0,65,9,5,6,6,8,10,3,6,15,73,84,222,208,188,306,245,160,250,38,1693
SSC22553,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,7,5,5,26,28,24,20,26,14,39,5,200
SSC22554,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,3,0,0,0,11,4,19,19,20,19,28,8,23,0,138
SSC22555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,4,3,21,0,41
SSC22556,10,67,33,40,87,84,27,56,3,409,12,34,24,24,48,54,22,47,92,354,478,1402,1076,1252,2117,1826,1127,1457,180,10906
SSC22557,0,4,4,3,7,8,3,7,0,32,0,4,0,0,3,4,0,0,7,20,43,119,90,103,172,155,79,171,12,943
SSC22558,0,0,0,0,0,3,0,3,0,13,0,0,0,3,0,0,0,0,0,9,18,29,40,20,37,40,28,38,0,258
SSC22559,4,7,6,0,6,3,0,0,0,28,0,3,3,3,11,11,4,4,19,58,34,143,166,109,253,308,119,173,26,1333
SSC22560,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,9,4,9,9,17,3,11,3,76
SSC22561,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,4,4,11,5,3,11,0,47
SSC22562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,13
SSC22563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,8,6,3,3,0,34
SSC22564,0,3,0,3,0,4,0,0,0,13,3,0,3,3,4,8,3,3,3,28,28,66,61,72,75,81,32,61,7,479
SSC22565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,14,10,15,3,13,4,22,0,79
SSC22566,0,3,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,3,4,8,5,10,22,7,10,12,0,88
SSC22567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,3,17,16,6,10,0,61
SSC22568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,9,0,7,0,29
SSC22569,3,26,34,13,87,38,14,11,7,234,7,48,44,39,93,79,29,43,147,531,256,621,851,894,2399,2081,658,815,270,8844
SSC22570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,4,0,5
SSC22571,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,6,16,11,28,22,20,14,32,16,34,6,177
SSC22572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22573,3,10,9,13,35,15,15,10,0,109,3,17,4,21,41,38,9,14,48,205,97,270,226,361,752,619,302,338,102,3063
SSC22574,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,13,22,14,21,15,24,13,40,3,163
SSC22575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,14
SSC22577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
SSC22579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15
SSC22580,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,3,3,11,6,3,4,0,40
SSC22581,3,11,9,15,13,24,11,19,0,110,3,4,11,9,8,23,8,14,9,85,33,229,201,238,289,330,174,251,12,1759
SSC22582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22583,0,0,0,3,10,3,0,0,0,17,0,3,3,0,0,3,0,0,4,15,13,48,41,51,75,84,46,63,7,427
SSC22584,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,3,3,17,7,35,30,37,38,44,33,45,9,273
SSC22585,0,3,0,0,0,4,0,3,0,9,0,0,0,0,0,0,0,3,0,8,7,22,29,21,30,41,19,37,3,204
SSC22586,0,0,0,0,0,0,3,0,0,10,0,3,0,3,3,3,6,0,4,22,4,36,23,32,17,37,24,38,7,215
SSC22587,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,4,5,5,11,8,6,8,8,9,3,68
SSC22588,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,4,0,0,0,3,0,5,16,10,22,21,9,23,4,115
SSC22589,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,5,7,16,11,10,16,13,26,0,107
SSC22590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,14
SSC22591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,6
SSC22592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,0,6
SSC22593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,4,0,13
SSC22594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,6,0,10,0,27
SSC22595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,4,6,8,6,19,0,69
SSC22596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
SSC22598,0,0,0,0,3,3,0,0,0,4,0,0,0,0,3,0,0,0,0,3,10,17,22,27,21,31,12,57,3,201
SSC22599,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,15,14,14,7,10,10,36,0,104
SSC22600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,0,3,8,0,33
SSC22601,5,7,12,10,14,16,5,12,0,74,0,18,8,8,12,18,3,14,13,92,54,212,197,194,311,337,154,234,21,1699
SSC22602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,6,3,3,5,13,0,52
SSC22603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,8,8,3,11,0,54
SSC22604,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,5,3,10,14,23,27,31,16,18,6,153
SSC22605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,4,3,0,3,0,25
SSC22606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,13
SSC22607,0,14,11,14,23,29,22,23,0,138,7,14,12,14,29,31,10,20,16,151,132,458,408,456,616,682,373,446,40,3604
SSC22608,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,9,9,6,3,19,3,18,0,79
SSC22609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,6,0,11,3,26
SSC22610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,3,0,19
SSC22611,0,0,0,0,3,0,0,4,0,11,0,0,0,0,0,0,0,0,3,7,4,9,8,18,17,8,5,21,5,101
SSC22612,0,0,0,0,0,0,0,0,0,6,0,3,3,0,3,4,0,0,4,20,23,58,56,50,47,44,19,50,10,357
SSC22613,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,3,0,12,12,45,28,26,27,31,21,24,0,215
SSC22614,3,26,20,18,36,27,17,28,0,191,4,24,14,19,34,24,16,27,35,187,147,655,498,580,923,969,422,625,69,4894
SSC22615,5,16,28,12,32,37,23,25,3,189,4,25,26,16,41,55,12,21,43,245,138,792,625,564,910,1105,449,617,82,5289
SSC22616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,10
SSC22617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,3,0,22
SSC22618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SSC22619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,4,5,17,0,39
SSC22620,3,15,14,15,16,18,6,22,0,103,7,16,6,8,24,18,9,16,9,109,88,413,338,354,534,658,293,442,23,3145
SSC22621,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,7,10,8,7,11,20,6,15,8,88
SSC22622,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,3,0,7,14,58,29,38,49,59,25,53,0,320
SSC22623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,14,0,18
SSC22624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,4,0,17
SSC22625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,3,0,15
SSC22626,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,8,0,12,10,25,18,23,27,30,19,67,3,211
SSC22627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,7
SSC22628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SSC22629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,4,0,4,0,26
SSC22631,0,4,0,0,5,6,3,3,0,24,0,0,0,3,4,3,3,4,3,25,20,50,56,52,80,103,54,51,9,481
SSC22632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,4,0,3,10,3,7,3,46
SSC22633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,7,0,3,0,16
SSC22634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,3,5,14,0,27
SSC22635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,3,5,0,19
SSC22636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,5,0,16
SSC22637,0,7,0,0,0,5,0,0,0,15,0,3,0,0,0,0,0,0,9,12,9,50,39,40,36,67,20,49,10,331
SSC22638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,7,0,9
SSC22639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22640,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,3,3,4,4,0,7,0,34
SSC22641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC22642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22643,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,5,4,14,15,15,15,22,13,10,4,105
SSC22644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,4,6,7,9,0,19,0,57
SSC22645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SSC22647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10
SSC22648,4,23,11,9,61,63,25,25,7,224,11,27,15,20,57,57,20,26,44,273,203,530,470,542,1099,1069,491,683,100,5187
SSC22649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,12,0,19
SSC22650,0,10,6,3,4,4,3,4,0,31,3,3,4,3,0,0,0,0,0,26,20,107,73,72,68,107,54,101,6,605
SSC22651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,6,6,0,21
SSC22652,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,3,12,3,21,13,16,17,18,13,9,3,112
SSC22653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,7,3,11,30,13,0,12,0,90
SSC22654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,11,3,6,3,16,0,54
SSC22655,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7,7,12,9,19,3,24,0,81
SSC22656,0,3,0,7,7,6,3,3,0,36,0,9,0,6,3,12,4,3,4,48,44,170,143,123,150,175,99,155,14,1080
SSC22657,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,7,3,17,0,45
SSC22658,0,0,0,0,0,3,0,0,0,12,0,0,3,0,3,0,0,0,0,11,10,34,23,34,32,32,16,16,6,210
SSC22659,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,6,16,17,27,22,30,23,46,25,37,6,236
SSC22660,3,6,11,12,15,16,3,10,0,72,0,13,5,6,13,17,8,14,16,85,57,189,181,161,267,289,155,212,32,1540
SSC22661,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,4,0,4,0,23
SSC22662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,4,17,0,17,0,55
SSC22663,0,3,0,6,4,5,0,7,0,28,0,0,0,4,3,9,3,0,5,28,28,77,65,79,113,132,62,111,10,685
SSC22664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22665,0,0,0,0,0,4,0,3,0,6,0,0,0,0,0,3,0,0,0,5,6,15,10,8,20,17,3,23,0,108
SSC22666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22667,6,27,25,29,57,73,14,47,4,286,11,39,15,21,40,59,18,36,66,298,334,931,816,1047,1416,1294,641,901,157,7541
SSC22668,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,0,0,3,0,16,7,25,24,31,43,53,31,28,10,259
SSC22669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC22670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,22,15,13,8,10,9,25,8,106
SSC22671,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,6,10,7,5,3,6,6,0,47
SSC22672,6,29,28,28,55,47,18,36,3,256,8,33,30,22,63,52,22,27,55,313,188,836,694,769,1437,1360,556,717,116,6668
SSC22673,9,49,32,43,84,64,37,36,3,361,24,48,29,36,99,76,30,34,68,449,245,1256,960,1027,1906,1950,828,1064,139,9372
SSC22674,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,7,18,21,23,32,10,18,10,3,133
SSC22675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,5,0,4,0,21
SSC22676,0,3,5,0,5,6,3,4,0,24,4,9,5,3,12,3,3,3,14,57,23,112,88,114,140,124,59,98,30,775
SSC22677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,7,0,0,9,0,30
SSC22678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,7,3,6,3,6,4,3,39
SSC22679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,13
SSC22680,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,8,5,3,8,14,7,19,0,77
SSC22681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC22682,0,0,0,3,0,4,0,3,0,11,0,0,0,0,4,5,0,0,4,13,8,27,22,25,66,50,21,28,6,254
SSC22683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,9
SSC22684,0,8,3,3,10,13,7,0,0,49,3,0,0,3,11,5,3,4,7,29,43,99,113,126,150,172,82,123,14,918
SSC22685,8,53,38,43,78,51,31,51,3,356,15,16,18,16,28,31,15,26,50,224,291,927,737,819,1170,1140,684,1023,106,6901
SSC22686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,22,17,12,15,13,7,33,10,143
SSC22687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7
SSC22688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,11,5,0,3,0,31
SSC22689,0,21,9,15,15,10,6,22,0,103,5,9,9,8,16,29,12,14,25,117,78,427,330,357,315,524,240,524,42,2837
SSC22690,0,0,0,3,3,3,0,0,0,16,0,0,3,0,0,3,3,4,4,15,4,55,49,38,36,73,37,68,6,366
SSC22691,3,7,5,16,20,15,13,23,0,105,5,7,15,9,12,22,8,15,16,100,107,389,291,279,365,499,260,437,46,2676
SSC22692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8
SSC22693,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,16,6,7,4,17,8,18,0,73
SSC22694,0,0,0,3,5,0,0,8,3,18,0,4,0,3,0,3,0,3,0,19,13,52,39,34,58,49,20,53,10,323
SSC22695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,7
SSC22696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,16,7,15,10,7,6,23,0,76
SSC22697,11,100,41,48,100,88,27,55,3,486,14,49,32,28,85,66,26,35,106,445,566,2044,1426,1803,2488,2216,1232,1576,245,13593
SSC22698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,14
SSC22699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,5,3,4,4,19,3,44
SSC22700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,3,3,0,4,0,35
SSC22701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,4,0,0,4,0,6,0,21
SSC22702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,12
SSC22703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,3,9,0,20
SSC22704,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,3,0,0,0,8,7,12,9,9,21,24,11,3,0,91
SSC22705,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,5
SSC22706,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,10,0,4,5,12,0,11,0,49
SSC22707,0,12,6,3,5,10,3,3,0,40,0,0,4,8,10,9,6,13,14,58,33,146,117,115,199,296,132,203,26,1258
SSC22708,0,16,13,11,19,20,9,11,0,91,3,10,3,9,13,18,10,11,25,100,91,253,237,282,500,511,254,315,41,2474
SSC22709,7,12,13,6,12,16,6,3,0,76,3,8,3,3,0,17,3,13,11,74,68,238,203,198,372,402,170,216,30,1896
SSC22710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,18
SSC22711,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,3,16,13,10,5,20,8,9,0,83
SSC22712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22713,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,11,3,8,6,3,6,4,0,49
SSC22714,0,3,4,3,5,0,3,7,0,35,0,3,3,4,3,4,4,4,5,37,28,153,116,112,157,194,83,124,24,998
